scaffold	name1	name2	coverage_overlap	compared_bases_count	percent_genome_compared	length	consensus_SNPs	population_SNPs	conANI	popANI
kraken:taxid|2594913|NZ_CP038157.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.0	0	0.0	2362885	0	0		
kraken:taxid|29442|NZ_CP020369.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.2438661710037174	328	4.783654137138905e-05	6856683	1	0	0.9969512195121952	1.0
kraken:taxid|562|NZ_CP026399.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.001600828735177	6376	0.0012081015563212	5277702	24	24	0.9962358845671268	0.9962358845671268
kraken:taxid|1283|NZ_CP092476.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.0	0	0.0	2536380	0	0		
kraken:taxid|146827|NZ_CP014634.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.0	0	0.0	2737971	0	0		
kraken:taxid|1280|NZ_CP013953.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.0002819811771924	125	4.229908021496055e-05	2955147	0	0	1.0	1.0
kraken:taxid|33040|NZ_LR134307.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.0758998685855315	2368	0.0012523123884791	1890902	73	49	0.9691722972972971	0.9793074324324323
kraken:taxid|361101|NZ_LR595858.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.0473217945080235	1501	0.0007076123246172	2121218	23	14	0.9846768820786144	0.9906728847435043
kraken:taxid|747|NZ_CP015569.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.273060749753959	3052	0.0012060447659158	2530586	27	22	0.9911533420707732	0.9927916120576672
kraken:taxid|1310|NZ_CP029490.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.1244628722201281	3302	0.0015018846332458	2198571	75	60	0.9772864930345244	0.9818291944276196
kraken:taxid|1329|NZ_CP053790.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.1309648578700832	6123	0.0028450909983049	2152128	104	79	0.9830148619957536	0.987097827862159
kraken:taxid|630|NZ_CP016945.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.0	0	0.0	4668139	0	0		
kraken:taxid|1290|NZ_LT963442.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.0	0	0.0	2235839	0	0		
kraken:taxid|2202828|NZ_CP029551.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.0074970182313852	132	2.3828026633235225e-05	5539695	0	0	1.0	1.0
kraken:taxid|1282|NZ_LR735437.1	SRR14346263.sorted.bam	SRR14346465.sorted.bam	0.0215662017897233	6119	0.0023934721069947	2556537	57	54	0.9906847524105246	0.9911750285994444
kraken:taxid|1290|NZ_LT963442.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0024272301352851	258	0.000115392924088	2235839	11	11	0.9573643410852714	0.9573643410852714
kraken:taxid|1396|NZ_CP115307.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.2886781268524007	487	9.159029910156876e-05	5317157	33	31	0.9322381930184804	0.9363449691991786
kraken:taxid|223967|NZ_CP039546.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0	0	0.0	5395646	0	0		
kraken:taxid|361101|NZ_LR595858.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0	0	0.0	2121218	0	0		
kraken:taxid|29388|NZ_AP014956.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0049730550833664	275	0.0001109178675374	2479312	5	5	0.9818181818181818	0.9818181818181818
kraken:taxid|29442|NZ_CP020369.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0	0	0.0	6856683	0	0		
kraken:taxid|747|NZ_CP015569.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.18106252258764	1503	0.0005939335790208	2530586	14	14	0.9906852960745176	0.9906852960745176
kraken:taxid|1326|NZ_LT906454.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0544271346874383	828	0.0003552411585495	2330811	2	2	0.997584541062802	0.997584541062802
kraken:taxid|1280|NZ_CP013953.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0	0	0.0	2955147	0	0		
kraken:taxid|28450|NZ_CP009545.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0927193528313627	298	7.611250040546508e-05	3915257	15	15	0.9496644295302014	0.9496644295302014
kraken:taxid|1310|NZ_CP029490.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0622140896614821	68	3.092918081790399e-05	2198571	0	0	1.0	1.0
kraken:taxid|1282|NZ_LR735437.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0002359117731356	228	8.918314110063731e-05	2556537	11	11	0.9517543859649122	0.9517543859649122
kraken:taxid|29382|NZ_LT963440.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0352285929064443	1031	0.0003800446690717	2712839	1	0	0.9990300678952472	1.0
kraken:taxid|29394|NZ_CP040412.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0	0	0.0	1904333	0	0		
kraken:taxid|1340|NZ_LR594052.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0	0	0.0	1949104	0	0		
kraken:taxid|573|NZ_AP024568.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0	0	0.0	5287432	0	0		
kraken:taxid|562|NZ_CP026399.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0008657592227406	54	1.02317258534112e-05	5277702	1	1	0.9814814814814816	0.9814814814814816
kraken:taxid|76860|NZ_CP029207.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0310259724997061	264	0.0001332662290755	1980997	10	10	0.9621212121212122	0.9621212121212122
kraken:taxid|149016|NZ_LR134323.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0632826849223576	379	0.0001767723880597	2144000	8	8	0.978891820580475	0.978891820580475
kraken:taxid|1747|NZ_CP033718.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.000602431872706	1469	0.000588699219182	2495332	15	7	0.989788972089857	0.9952348536419332
kraken:taxid|1329|NZ_CP053790.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0639371137920887	1521	0.0007067423498974	2152128	17	17	0.9888231426692964	0.9888231426692964
kraken:taxid|146827|NZ_CP014634.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0139143878635616	144	5.259369072937588e-05	2737971	6	6	0.9583333333333334	0.9583333333333334
kraken:taxid|1842539|NZ_CP016464.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0	0	0.0	4911382	0	0		
kraken:taxid|33040|NZ_LR134307.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0613553113553113	603	0.000318895426627	1890902	4	4	0.9933665008291874	0.9933665008291874
kraken:taxid|1286|NZ_LT963435.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.1023646071700991	671	0.0002416056441382	2777253	0	0	1.0	1.0
kraken:taxid|1272|NZ_CP059343.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0109111256178308	117	4.144471310694365e-05	2823038	8	8	0.9316239316239316	0.9316239316239316
kraken:taxid|1283|NZ_CP092476.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0151160220994475	342	0.0001348378397558	2536380	16	16	0.953216374269006	0.953216374269006
kraken:taxid|269660|NZ_CP033231.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0	0	0.0	5982025	0	0		
kraken:taxid|2202828|NZ_CP029551.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0	0	0.0	5539695	0	0		
kraken:taxid|38289|NZ_LS483459.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0	0	0.0	2414649	0	0		
kraken:taxid|1336|NC_011134.1	SRR14346295.sorted.bam	SRR14346565.sorted.bam	0.0	0	0.0	2024171	0	0		
kraken:taxid|747|NZ_CP015569.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2530586	0	0		
kraken:taxid|1280|NZ_CP013953.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2955147	0	0		
kraken:taxid|1747|NZ_CP033718.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0027974020909268	373	0.0001494791073893	2495332	8	8	0.9785522788203752	0.9785522788203752
kraken:taxid|1842539|NZ_CP016464.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	4911382	0	0		
kraken:taxid|305|NZ_CP052068.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	3873222	0	0		
kraken:taxid|1329|NZ_CP053790.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0390760680791941	675	0.0003136430546881	2152128	16	16	0.9762962962962964	0.9762962962962964
kraken:taxid|1340|NZ_LR594052.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	1949104	0	0		
kraken:taxid|96344|NZ_CP069811.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0681914443032613	161	5.730956849098567e-05	2809304	6	6	0.9627329192546584	0.9627329192546584
kraken:taxid|33040|NZ_LR134307.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0789575289575289	409	0.0002162988880439	1890902	0	0	1.0	1.0
kraken:taxid|1286|NZ_LT963435.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0376766091051805	144	5.184979546335894e-05	2777253	0	0	1.0	1.0
kraken:taxid|1396|NZ_CP115307.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0963587921847246	217	4.08112831725676e-05	5317157	7	7	0.967741935483871	0.967741935483871
kraken:taxid|1290|NZ_LT963442.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0254227267352489	215	9.616077007333712e-05	2235839	3	3	0.986046511627907	0.986046511627907
kraken:taxid|1310|NZ_CP029490.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0162977377766966	67	3.047433992352305e-05	2198571	0	0	1.0	1.0
kraken:taxid|1336|NC_011134.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0187228351721832	56	2.766564682529292e-05	2024171	0	0	1.0	1.0
kraken:taxid|38289|NZ_LS483459.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2414649	0	0		
kraken:taxid|29388|NZ_AP014956.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2479312	0	0		
kraken:taxid|1326|NZ_LT906454.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.2293788187372708	3604	0.0015462429171648	2330811	22	8	0.9938956714761376	0.9977802441731408
kraken:taxid|1283|NZ_CP092476.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0687509721574117	442	0.0001742641086903	2536380	0	0	1.0	1.0
kraken:taxid|29382|NZ_LT963440.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0547746440555001	604	0.0002226449855667	2712839	0	0	1.0	1.0
kraken:taxid|2202828|NZ_CP029551.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0051777941689024	3194	0.0005765660383829	5539695	3	2	0.99906073888541	0.9993738259236068
kraken:taxid|1282|NZ_LR735437.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2556537	0	0		
kraken:taxid|361101|NZ_LR595858.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2121218	0	0		
kraken:taxid|562|NZ_CP026399.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0094103829671582	1939	0.0003673947486993	5277702	45	45	0.9767921609076844	0.9767921609076844
kraken:taxid|1272|NZ_CP059343.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2823038	0	0		
kraken:taxid|76860|NZ_CP029207.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	1980997	0	0		
kraken:taxid|456327|NZ_CP018467.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	5079107	0	0		
kraken:taxid|223967|NZ_CP039546.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0098983716800785	262	4.855767038830939e-05	5395646	0	0	1.0	1.0
kraken:taxid|269660|NZ_CP033231.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0192930383162439	143	2.3904948575106257e-05	5982025	0	0	1.0	1.0
kraken:taxid|28450|NZ_CP009545.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.482378070487718	1355	0.0003460820068771	3915257	32	30	0.9763837638376384	0.977859778597786
kraken:taxid|149016|NZ_LR134323.1	SRR14346335.sorted.bam	SRR14346473.sorted.bam	0.0422505751934741	202	9.421641791044776e-05	2144000	1	1	0.995049504950495	0.995049504950495
kraken:taxid|2202828|NZ_CP029551.1	SRR14346516.sorted.bam	SRR14346404.sorted.bam	0.0	0	0.0	5539695	0	0		
kraken:taxid|223967|NZ_CP039546.1	SRR14346516.sorted.bam	SRR14346404.sorted.bam	0.0467471756914686	120	2.2240154376324912e-05	5395646	0	0	1.0	1.0
kraken:taxid|1747|NZ_CP033718.1	SRR14346516.sorted.bam	SRR14346404.sorted.bam	0.0033464566929133	85	3.4063603560568294e-05	2495332	1	1	0.9882352941176472	0.9882352941176472
kraken:taxid|29388|NZ_AP014956.1	SRR14346516.sorted.bam	SRR14346404.sorted.bam	0.0	0	0.0	2479312	0	0		
kraken:taxid|1286|NZ_LT963435.1	SRR14346516.sorted.bam	SRR14346404.sorted.bam	0.1511075949367088	1146	0.0004126379555625	2777253	1	1	0.99912739965096	0.99912739965096
kraken:taxid|1282|NZ_LR735437.1	SRR14346516.sorted.bam	SRR14346404.sorted.bam	0.0001915334427129	295	0.0001153904676521	2556537	0	0	1.0	1.0
kraken:taxid|1290|NZ_LT963442.1	SRR14346516.sorted.bam	SRR14346404.sorted.bam	0.0	0	0.0	2235839	0	0		
kraken:taxid|1842539|NZ_CP016464.1	SRR14346516.sorted.bam	SRR14346404.sorted.bam	0.0	0	0.0	4911382	0	0		
kraken:taxid|562|NZ_CP026399.1	SRR14346516.sorted.bam	SRR14346404.sorted.bam	0.0	0	0.0	5277702	0	0		
kraken:taxid|43770|NZ_CP066290.1	SRR14346516.sorted.bam	SRR14346404.sorted.bam	0.0	0	0.0	2952500	0	0		
kraken:taxid|29382|NZ_LT963440.1	SRR14346516.sorted.bam	SRR14346404.sorted.bam	0.3285560730920817	1834	0.0006760445422673	2712839	0	0	1.0	1.0
kraken:taxid|1326|NZ_LT906454.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	2330811	0	0		
kraken:taxid|76860|NZ_CP029207.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	1980997	0	0		
kraken:taxid|573|NZ_AP024568.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0005211608684624	150	2.8369159168382686e-05	5287432	0	0	1.0	1.0
kraken:taxid|2202825|NZ_CP029550.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	6788375	0	0		
kraken:taxid|1282|NZ_LR735437.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	2556537	0	0		
kraken:taxid|1747|NZ_CP033718.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0005032880630856	392	0.0001570933246557	2495332	0	0	1.0	1.0
kraken:taxid|223967|NZ_CP039546.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	5395646	0	0		
kraken:taxid|149016|NZ_LR134323.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	2144000	0	0		
kraken:taxid|29442|NZ_CP020369.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	6856683	0	0		
kraken:taxid|1290|NZ_LT963442.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	2235839	0	0		
kraken:taxid|1286|NZ_LT963435.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	2777253	0	0		
kraken:taxid|1329|NZ_CP053790.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	2152128	0	0		
kraken:taxid|2202827|NZ_CP029553.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	6162702	0	0		
kraken:taxid|29382|NZ_LT963440.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.001088139281828	8	2.948940206182527e-06	2712839	0	0	1.0	1.0
kraken:taxid|1792307|NZ_CP014301.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	5503156	0	0		
kraken:taxid|562|NZ_CP026399.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	5277702	0	0		
kraken:taxid|1842539|NZ_CP016464.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	4911382	0	0		
kraken:taxid|33040|NZ_LR134307.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	1890902	0	0		
kraken:taxid|1340|NZ_LR594052.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	1949104	0	0		
kraken:taxid|29388|NZ_AP014956.1	SRR14346414.sorted.bam	SRR14346293.sorted.bam	0.0	0	0.0	2479312	0	0		
kraken:taxid|149016|NZ_LR134323.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2144000	0	0		
kraken:taxid|223967|NZ_CP039546.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0088395150212028	148	2.7429523730800723e-05	5395646	2	2	0.9864864864864864	0.9864864864864864
kraken:taxid|29388|NZ_AP014956.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2479312	0	0		
kraken:taxid|361101|NZ_LR595858.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2121218	0	0		
kraken:taxid|1286|NZ_LT963435.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0371506475800954	109	3.924741462157031e-05	2777253	0	0	1.0	1.0
kraken:taxid|1280|NZ_CP013953.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2955147	0	0		
kraken:taxid|1329|NZ_CP053790.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2152128	0	0		
kraken:taxid|1290|NZ_LT963442.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2235839	0	0		
kraken:taxid|1842539|NZ_CP016464.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	4911382	0	0		
kraken:taxid|1283|NZ_CP092476.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2536380	0	0		
kraken:taxid|38289|NZ_LS483459.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2414649	0	0		
kraken:taxid|29442|NZ_CP020369.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	6856683	0	0		
kraken:taxid|33040|NZ_LR134307.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	1890902	0	0		
kraken:taxid|456327|NZ_CP018467.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	5079107	0	0		
kraken:taxid|1326|NZ_LT906454.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.1169377067254685	1697	0.0007280727609402	2330811	29	4	0.9829110194460812	0.9976428992339422
kraken:taxid|1747|NZ_CP033718.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2495332	0	0		
kraken:taxid|29382|NZ_LT963440.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0442743009320905	266	9.805226185556902e-05	2712839	0	0	1.0	1.0
kraken:taxid|562|NZ_CP026399.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0061421336896594	547	0.0001036435933669	5277702	10	10	0.9817184643510056	0.9817184643510056
kraken:taxid|269660|NZ_CP033231.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	5982025	0	0		
kraken:taxid|1282|NZ_LR735437.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	2556537	0	0		
kraken:taxid|2202828|NZ_CP029551.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0041155214396842	1320	0.0002382802663323	5539695	0	0	1.0	1.0
kraken:taxid|76860|NZ_CP029207.1	SRR14346488.sorted.bam	SRR14346473.sorted.bam	0.0	0	0.0	1980997	0	0		
kraken:taxid|29382|NZ_LT963440.1	SRR14346286.sorted.bam	SRR14346429.sorted.bam	0.1469026548672566	415	0.0001529762731957	2712839	0	0	1.0	1.0
kraken:taxid|1747|NZ_CP033718.1	SRR14346286.sorted.bam	SRR14346429.sorted.bam	0.0	0	0.0	2495332	0	0		
kraken:taxid|1310|NZ_CP029490.1	SRR14346286.sorted.bam	SRR14346429.sorted.bam	0.0786948176583493	123	5.594543000885575e-05	2198571	3	3	0.975609756097561	0.975609756097561
kraken:taxid|2202828|NZ_CP029551.1	SRR14346286.sorted.bam	SRR14346429.sorted.bam	0.0	0	0.0	5539695	0	0		
kraken:taxid|1286|NZ_LT963435.1	SRR14346286.sorted.bam	SRR14346429.sorted.bam	0.1882648258550361	600	0.0002160408144306	2777253	0	0	1.0	1.0
kraken:taxid|149016|NZ_LR134323.1	SRR14346286.sorted.bam	SRR14346429.sorted.bam	0.0	0	0.0	2144000	0	0		
kraken:taxid|33040|NZ_LR134307.1	SRR14346286.sorted.bam	SRR14346429.sorted.bam	0.0	0	0.0	1890902	0	0		
kraken:taxid|76860|NZ_CP029207.1	SRR14346286.sorted.bam	SRR14346429.sorted.bam	0.0	0	0.0	1980997	0	0		
kraken:taxid|1326|NZ_LT906454.1	SRR14346286.sorted.bam	SRR14346429.sorted.bam	0.0	0	0.0	2330811	0	0		
kraken:taxid|1396|NZ_CP115307.1	SRR14346377.sorted.bam	SRR14346546.sorted.bam	0.0	0	0.0	5317157	0	0		
kraken:taxid|361101|NZ_LR595858.1	SRR14346377.sorted.bam	SRR14346546.sorted.bam	0.0	0	0.0	2121218	0	0		
kraken:taxid|33040|NZ_LR134307.1	SRR14346377.sorted.bam	SRR14346546.sorted.bam	0.0	0	0.0	1890902	0	0		
kraken:taxid|1282|NZ_LR735437.1	SRR14346377.sorted.bam	SRR14346546.sorted.bam	0.0	0	0.0	2556537	0	0		
kraken:taxid|1280|NZ_CP013953.1	SRR14346377.sorted.bam	SRR14346546.sorted.bam	0.0	0	0.0	2955147	0	0		
kraken:taxid|29394|NZ_CP040412.1	SRR14346377.sorted.bam	SRR14346546.sorted.bam	0.0	0	0.0	1904333	0	0		
kraken:taxid|2202828|NZ_CP029551.1	SRR14346377.sorted.bam	SRR14346546.sorted.bam	0.0153089119737561	140	2.5272149459491903e-05	5539695	0	0	1.0	1.0
kraken:taxid|29382|NZ_LT963440.1	SRR14346377.sorted.bam	SRR14346546.sorted.bam	0.1513893324816352	474	0.0001747247072163	2712839	0	0	1.0	1.0
kraken:taxid|1286|NZ_LT963435.1	SRR14346377.sorted.bam	SRR14346546.sorted.bam	0.0533480500367917	145	5.220986348741004e-05	2777253	0	0	1.0	1.0
kraken:taxid|1283|NZ_CP092476.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0	0	0.0	2536380	0	0		
kraken:taxid|1396|NZ_CP115307.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.1644435596257216	826	0.0001553461746568	5317157	43	36	0.9479418886198548	0.9564164648910412
kraken:taxid|29394|NZ_CP040412.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0	0	0.0	1904333	0	0		
kraken:taxid|562|NZ_CP026399.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0035025002351885	484	9.17065798713152e-05	5277702	5	5	0.9896694214876032	0.9896694214876032
kraken:taxid|361101|NZ_LR595858.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0	0	0.0	2121218	0	0		
kraken:taxid|1280|NZ_CP013953.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0397154712507409	134	4.53446139904377e-05	2955147	7	7	0.9477611940298508	0.9477611940298508
kraken:taxid|76860|NZ_CP029207.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0136952470757279	2440	0.0012317030263044	1980997	59	38	0.9758196721311476	0.9844262295081968
kraken:taxid|149016|NZ_LR134323.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.2074762523064306	6072	0.0028320895522388	2144000	89	85	0.98534255599473	0.9860013175230566
kraken:taxid|1326|NZ_LT906454.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0883959424813287	2379	0.0010206747780064	2330811	57	51	0.9760403530895334	0.978562421185372
kraken:taxid|305|NZ_CP052068.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0757247944612721	175	4.518202158306443e-05	3873222	4	4	0.9771428571428572	0.9771428571428572
kraken:taxid|651|NZ_CP038445.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0	0	0.0	4683582	0	0		
kraken:taxid|1286|NZ_LT963435.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0	0	0.0	2777253	0	0		
kraken:taxid|28450|NZ_CP009545.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.5505304299274149	1972	0.000503670640267	3915257	113	112	0.9426977687626776	0.9432048681541582
kraken:taxid|1336|NC_011134.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.1481755880718651	1600	0.0007904470521512	2024171	36	35	0.9775	0.978125
kraken:taxid|1310|NZ_CP029490.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0253838921968035	405	0.0001842105622242	2198571	23	22	0.94320987654321	0.945679012345679
kraken:taxid|747|NZ_CP015569.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.2439679940683987	7897	0.0031206210735379	2530586	128	61	0.983791313156895	0.9922755476763327
kraken:taxid|29388|NZ_AP014956.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0363500093685591	582	0.0002347425414792	2479312	0	0	1.0	1.0
kraken:taxid|71999|NZ_CP012507.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0	0	0.0	2854447	0	0		
kraken:taxid|1340|NZ_LR594052.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.1365862617852332	2231	0.0011446285062264	1949104	34	29	0.9847601972209772	0.9870013446884806
kraken:taxid|29442|NZ_CP020369.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0	0	0.0	6856683	0	0		
kraken:taxid|2202828|NZ_CP029551.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0	0	0.0	5539695	0	0		
kraken:taxid|33040|NZ_LR134307.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.032810300045238	6455	0.0034137147245071	1890902	79	55	0.9877614252517428	0.99147947327653
kraken:taxid|573|NZ_AP024568.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0107631267938544	255	4.822757058625057e-05	5287432	2	1	0.992156862745098	0.996078431372549
kraken:taxid|1329|NZ_CP053790.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.0759164388288694	2860	0.0013289172391233	2152128	31	25	0.9891608391608392	0.9912587412587412
kraken:taxid|1282|NZ_LR735437.1	SRR14346272.sorted.bam	SRR14346325.sorted.bam	0.145724907063197	196	7.666620901633733e-05	2556537	3	3	0.9846938775510204	0.9846938775510204
